0,1
0,2
0,3
0,4
0,7
0,8
0,10
0,11
0,12
0,13
0,16
0,17
0,18
0,20
0,21
0,22
0,23
0,27
0,28
0,31
0,34
0,35
0,39
0,40
0,41
0,42
0,43
0,44
0,46
0,47
0,48
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,59
0,60
0,61
0,62
0,63
0,64
0,66
0,67
0,68
0,69
0,71
0,72
0,73
0,74
0,76
0,77
0,78
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,90
0,92
0,93
0,95
0,97
0,98
0,99
0,102
0,104
0,106
0,108
0,109
0,110
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,131
0,132
0,133
0,134
0,135
0,136
0,139
0,140
0,141
0,143
0,144
0,147
0,148
0,149
0,150
0,151
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,161
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,175
0,176
0,177
0,180
0,181
0,182
0,183
1,21
1,59
1,170
2,7
2,8
2,10
2,18
2,22
2,23
2,31
2,39
2,52
2,56
2,62
2,67
2,74
2,81
2,83
2,84
2,113
2,117
2,121
2,128
2,129
2,133
2,135
2,139
2,141
2,143
2,144
2,149
2,161
2,166
2,167
2,171
2,175
2,179
2,183
3,34
3,119
3,172
4,0
4,1
4,10
4,20
4,21
4,48
4,56
4,59
4,66
4,82
4,85
4,95
4,104
4,145
4,148
4,149
4,150
4,156
4,168
4,176
4,181
5,0
5,2
5,31
5,51
5,62
5,83
5,117
5,119
5,133
5,149
5,156
5,163
5,166
5,167
5,176
5,182
5,183
6,0
6,10
6,53
6,90
6,134
6,166
6,183
7,2
7,10
7,18
7,23
7,31
7,39
7,62
7,69
7,72
7,76
7,81
7,82
7,85
7,88
7,98
7,102
7,108
7,113
7,114
7,118
7,121
7,125
7,128
7,129
7,141
7,142
7,143
7,144
7,153
7,158
7,161
7,164
7,166
7,167
7,171
7,173
7,179
7,182
8,0
8,2
8,7
8,10
8,11
8,13
8,18
8,23
8,39
8,41
8,56
8,62
8,67
8,69
8,82
8,108
8,114
8,117
8,128
8,133
8,144
8,161
8,164
8,167
8,171
8,173
8,179
8,182
8,183
9,0
9,20
9,39
9,56
9,66
9,117
9,148
9,150
11,10
11,20
11,23
11,56
11,60
11,66
11,82
11,121
11,134
11,148
11,155
11,161
11,171
12,0
12,10
13,0
13,18
13,31
13,69
13,82
13,88
13,114
13,171
14,0
14,109
15,0
15,10
15,11
15,18
15,20
15,21
15,39
15,46
15,48
15,51
15,56
15,59
15,60
15,61
15,66
15,67
15,71
15,72
15,80
15,83
15,84
15,85
15,86
15,95
15,104
15,117
15,121
15,124
15,127
15,132
15,133
15,135
15,143
15,148
15,149
15,150
15,156
15,161
15,165
15,166
15,167
15,168
15,170
15,175
15,176
15,179
15,181
15,183
16,0
16,10
16,31
16,39
16,47
16,56
16,69
16,72
16,82
16,98
16,104
16,128
16,135
16,141
16,158
16,161
16,166
16,179
16,182
17,0
17,105
18,2
18,7
18,8
18,10
18,21
18,22
18,23
18,31
18,39
18,51
18,55
18,56
18,60
18,62
18,66
18,67
18,69
18,72
18,81
18,82
18,83
18,84
18,85
18,88
18,95
18,98
18,104
18,108
18,113
18,114
18,117
18,121
18,128
18,129
18,133
18,135
18,139
18,141
18,143
18,144
18,148
18,149
18,156
18,158
18,161
18,165
18,166
18,167
18,168
18,171
18,173
18,179
18,181
18,182
18,183
19,0
19,10
19,31
19,41
19,69
19,76
19,81
19,98
19,141
19,143
19,144
19,161
19,166
19,182
20,0
20,10
20,11
20,18
20,21
20,23
20,31
20,39
20,56
20,59
20,60
20,66
20,67
20,69
20,76
20,79
20,80
20,81
20,82
20,83
20,85
20,95
20,104
20,117
20,121
20,128
20,134
20,139
20,143
20,144
20,148
20,150
20,156
20,158
20,161
20,165
20,166
20,167
20,168
20,170
20,171
20,179
20,180
20,181
20,182
20,183
21,0
21,1
21,4
21,10
21,11
21,15
21,18
21,20
21,23
21,39
21,43
21,47
21,51
21,56
21,59
21,60
21,61
21,66
21,67
21,69
21,72
21,77
21,79
21,81
21,83
21,85
21,86
21,90
21,95
21,102
21,104
21,110
21,116
21,117
21,118
21,124
21,127
21,134
21,135
21,140
21,141
21,145
21,147
21,148
21,149
21,150
21,156
21,161
21,165
21,167
21,168
21,170
21,175
21,176
21,177
21,179
21,181
21,182
21,183
22,10
22,20
22,23
22,31
22,56
22,69
22,108
22,113
22,121
22,128
22,141
22,144
22,161
22,171
22,182
23,10
23,31
23,56
23,69
23,82
23,98
23,118
23,134
23,141
23,143
23,161
23,171
23,182
23,183
24,0
24,21
24,27
24,170
25,0
26,0
27,0
27,0
27,24
27,47
27,90
27,170
28,23
28,69
28,73
28,166
29,0
29,10
29,56
29,71
30,0
30,17
30,58
31,2
31,7
31,10
31,18
31,22
31,23
31,56
31,60
31,69
31,72
31,81
31,82
31,98
31,108
31,113
31,114
31,118
31,121
31,128
31,129
31,133
31,141
31,143
31,144
31,161
31,166
31,171
31,173
31,182
31,183
32,0
32,20
32,21
32,66
32,71
32,104
32,148
32,170
32,181
33,0
34,57
35,62
35,144
36,0
37,0
37,21
37,51
37,56
37,66
37,77
37,83
37,117
37,121
37,132
37,143
37,148
37,155
37,166
37,168
37,176
37,179
37,181
37,183
38,0
38,65
39,0
39,2
39,8
39,10
39,18
39,20
39,23
39,31
39,51
39,56
39,60
39,61
39,62
39,66
39,67
39,69
39,72
39,74
39,81
39,82
39,83
39,85
39,88
39,95
39,98
39,102
39,104
39,108
39,114
39,118
39,121
39,125
39,127
39,129
39,135
39,139
39,141
39,143
39,148
39,149
39,153
39,158
39,161
39,165
39,166
39,167
39,168
39,171
39,173
39,179
39,180
39,181
39,182
39,183
40,10
40,56
40,85
40,134
41,22
41,114
41,144
42,23
42,69
43,0
43,10
43,11
43,21
43,47
43,66
43,95
43,148
43,156
43,165
43,168
43,181
44,10
44,69
44,167
45,0
45,10
45,86
45,117
45,132
45,133
45,134
46,10
46,39
46,61
46,72
46,74
46,85
46,135
46,167
47,0
47,2
47,4
47,7
47,8
47,10
47,11
47,15
47,16
47,18
47,20
47,21
47,23
47,27
47,31
47,39
47,43
47,46
47,48
47,51
47,56
47,59
47,60
47,61
47,62
47,65
47,66
47,67
47,69
47,71
47,72
47,73
47,74
47,77
47,79
47,80
47,81
47,82
47,84
47,85
47,86
47,88
47,95
47,98
47,102
47,104
47,108
47,113
47,117
47,120
47,121
47,127
47,129
47,132
47,133
47,135
47,139
47,140
47,141
47,143
47,144
47,147
47,148
47,149
47,150
47,151
47,153
47,156
47,158
47,161
47,165
47,166
47,167
47,168
47,170
47,171
47,173
47,175
47,176
47,179
47,180
47,181
47,182
47,183
48,0
48,4
48,10
48,15
48,20
48,21
48,47
48,59
48,61
48,66
48,67
48,71
48,83
48,84
48,85
48,95
48,104
